Complaint_Text,Standardized_Complaint,Category,Sentiment,Priority,Village,Date,Pincode,lang
No teachers in village school,teachers_not_available,Education,Negative,Low,Morgaon,11-04-2024,413304,en
Frequent power cuts in the evening.,frequent_power_cuts,Electricity,Negative,High,Katphal,07-08-2025,413111,en
Large potholes on road,road_potholes,Road,Negative,Low,Pandare,09-12-2024,413103,en
Medicines are not available at PHC.,medicines_not_available,Health,Negative,Medium,Nimbut,12-07-2024,413110,en
Streetlights are not working at the chowk.,streetlights_not_working,Others,Negative,Low,Morgaon,09-07-2025,413304,en
Drainage cleaning not done in village,drainage_problem,Sanitation,Negative,High,Morgaon,21-06-2024,413304,en
Emergency ambulance did not arrive on time.,ambulance_not_arrived,Health,Negative,High,Someshwar,27-08-2024,412306,en
Medicines are not available at PHC.,medicines_not_available,Health,Negative,Medium,Nimbut,30-08-2025,413110,en
Playground is not maintained properly.,playground_not_maintained,Others,Negative,Low,Nimbut,14-08-2024,413110,en
Health camp needed in village,health_camp_needed,Others,Neutral,Low,Supa,25-05-2025,413109,en
Emergency ambulance did not arrive on time.,ambulance_not_arrived,Health,Negative,High,Pandare,20-01-2024,413103,en
Water tanker not arrived for 3 days,no_water_supply,Water,Negative,High,Malegaon,02-10-2024,413115,en
Electric transformer is not working in Bhigwan.,electricity_supply_disrupted,Electricity,Negative,High,Nimbut,02-01-2024,413110,en
Electricity supply disrupted in village,other_issue,Electricity,Negative,High,Baramati,31-07-2024,413102,en
Streetlights are not working at the chowk.,streetlights_not_working,Others,Negative,Low,Katphal,05-02-2024,413111,en
Library in village remains closed.,library_closed,Others,Negative,Low,Baramati,31-08-2025,413102,en
Frequent power cuts affecting studies,frequent_power_cuts,Electricity,Negative,High,Baramati,03-08-2025,413102,en
Water tanker not arrived for 9 days,no_water_supply,Water,Negative,High,Someshwar,08-01-2024,412306,en
No doctor available at PHC.,doctor_not_available,Health,Negative,High,Pandare,09-09-2024,413103,en
No electricity for 5 hours continuously.,prolonged_power_cut,Electricity,Negative,High,Supa,06-05-2025,413109,en
Village road is damaged due to rain.,road_potholes,Road,Negative,Low,Supa,30-05-2025,413109,en
New road construction needed in village,new_road_required,Road,Neutral,Low,Supa,05-11-2024,413109,en
No one available at panchayat office,panchayat_office_empty,Administrative,Negative,Low,Nimbut,27-11-2024,413110,en
Dustbins are overflowing everywhere.,garbage_not_collected,Sanitation,Negative,Medium,Someshwar,21-06-2024,412306,en
"Handpump is broken, villagers are suffering.",handpump_broken,Water,Negative,High,Someshwar,30-05-2025,412306,en
Road construction is pending for months.,new_road_required,Road,Neutral,Low,Nimbut,19-01-2025,413110,en
No teachers in village school,teachers_not_available,Education,Negative,Low,Pandare,21-04-2024,413103,en
Village health worker is absent since 4 days.,health_worker_absent,Health,Negative,Medium,Pandare,14-08-2025,413103,en
Drinking water problem in village,drinking_water_problem,Water,Negative,High,Katphal,07-01-2025,413111,en
No one available at panchayat office,panchayat_office_empty,Administrative,Negative,Low,Supa,30-09-2024,413109,en
Electric transformer is not working in Bhigwan.,electricity_supply_disrupted,Electricity,Negative,High,Morgaon,13-12-2024,413304,en
No water supply in the village since 6 days.,no_water_supply,Water,Negative,High,Nimbut,29-11-2024,413110,en
Drinking water tank is empty.,water_tank_empty,Water,Negative,High,Malegaon,05-08-2024,413115,en
Medicines are not available at PHC.,medicines_not_available,Health,Negative,Medium,Supa,16-12-2024,413109,en
Frequent power cuts in the evening.,frequent_power_cuts,Electricity,Negative,High,Katphal,23-01-2024,413111,en
Garbage is not collected regularly in Loni.,garbage_not_collected,Sanitation,Negative,Medium,Pandare,22-09-2024,413103,en
Dustbins are overflowing everywhere.,garbage_not_collected,Sanitation,Negative,Medium,Malegaon,10-07-2025,413115,en
No one available at panchayat office,panchayat_office_empty,Administrative,Negative,Low,Someshwar,28-07-2025,412306,en
Village health worker is absent since 8 days.,health_worker_absent,Health,Negative,Medium,Katphal,24-06-2024,413111,en
No teachers in village school,teachers_not_available,Education,Negative,Low,Morgaon,14-01-2025,413304,en
Drainage water is overflowing on the streets.,other_issue,Sanitation,Negative,Medium,Katphal,25-05-2025,413111,en
No electricity for 9 hours continuously.,prolonged_power_cut,Electricity,Negative,High,Pandare,12-04-2025,413103,en
Medicines are not available at PHC.,medicines_not_available,Health,Negative,Medium,Nimbut,13-09-2025,413110,en
Drainage cleaning not done in village,drainage_problem,Sanitation,Negative,High,Morgaon,21-04-2025,413304,en
Frequent power cuts affecting studies,frequent_power_cuts,Electricity,Negative,High,Baramati,09-01-2025,413102,en
Garbage is not collected regularly in Jejuri.,garbage_not_collected,Sanitation,Negative,Medium,Supa,16-03-2025,413109,en
Medicines are not available at PHC.,medicines_not_available,Health,Negative,Medium,Nimbut,14-12-2024,413110,en
Dustbins are overflowing everywhere.,garbage_not_collected,Sanitation,Negative,Medium,Pandare,21-02-2025,413103,en
Garbage is not collected regularly in Pandharpur.,garbage_not_collected,Sanitation,Negative,Medium,Supa,18-01-2025,413109,en
Village health worker is absent since 6 days.,health_worker_absent,Health,Negative,Medium,Nimbut,22-01-2024,413110,en
Garbage not collected in village,garbage_not_collected,Sanitation,Negative,Medium,Katphal,24-04-2024,413111,en
Emergency ambulance did not arrive on time.,ambulance_not_arrived,Health,Negative,High,Malegaon,11-05-2025,413115,en
Village road is damaged due to rain.,road_potholes,Road,Negative,Low,Someshwar,14-08-2024,412306,en
Streetlights are not working at the chowk.,streetlights_not_working,Others,Negative,Low,Malegaon,19-02-2024,413115,en
Road construction is pending for months.,new_road_required,Road,Neutral,Low,Katphal,13-08-2024,413111,en
Library in village remains closed.,library_closed,Others,Negative,Low,Supa,15-06-2024,413109,en
Garbage is not collected regularly in Morgaon.,garbage_not_collected,Sanitation,Negative,Medium,Pandare,16-07-2025,413103,en
Village health worker is absent since 10 days.,health_worker_absent,Health,Negative,Medium,Morgaon,20-08-2024,413304,en
Village health worker is absent since 5 days.,health_worker_absent,Health,Negative,Medium,Baramati,12-03-2024,413102,en
Library in village remains closed.,library_closed,Others,Negative,Low,Morgaon,27-09-2024,413304,en
Large potholes on road,road_potholes,Road,Negative,Low,Someshwar,20-05-2024,412306,en
No one available at panchayat office,panchayat_office_empty,Administrative,Negative,Low,Pandare,11-07-2024,413103,en
Drinking water tank is empty.,water_tank_empty,Water,Negative,High,Katphal,09-08-2025,413111,en
The road from Malegaon to nearby town is full of potholes.,road_potholes,Road,Negative,Low,Supa,24-12-2024,413109,en
No one available at panchayat office,panchayat_office_empty,Administrative,Negative,Low,Malegaon,08-06-2025,413115,en
Drainage water is overflowing on the streets.,other_issue,Sanitation,Negative,Medium,Pandare,23-02-2024,413103,en
Drinking water tank is empty.,water_tank_empty,Water,Negative,High,Katphal,01-09-2024,413111,en
Streetlights are not working at the chowk.,streetlights_not_working,Others,Negative,Low,Baramati,16-05-2024,413102,en
Medicines are not available at PHC.,medicines_not_available,Health,Negative,Medium,Katphal,06-05-2024,413111,en
Large potholes on road,road_potholes,Road,Negative,Low,Malegaon,03-07-2024,413115,en
Drainage cleaning not done in village,drainage_problem,Sanitation,Negative,High,Baramati,15-07-2024,413102,en
Drainage cleaning not done in village,drainage_problem,Sanitation,Negative,High,Pandare,06-01-2025,413103,en
Health camp needed in village,health_camp_needed,Others,Neutral,Low,Malegaon,28-12-2024,413115,en
No teachers in village school,teachers_not_available,Education,Negative,Low,Katphal,25-08-2024,413111,en
Drinking water tank is empty.,water_tank_empty,Water,Negative,High,Someshwar,19-09-2024,412306,en
Emergency ambulance did not arrive on time.,ambulance_not_arrived,Health,Negative,High,Malegaon,25-02-2025,413115,en
Health camp needed in village,health_camp_needed,Others,Neutral,Low,Morgaon,28-08-2024,413304,en
Village health worker is absent since 7 days.,health_worker_absent,Health,Negative,Medium,Nimbut,03-09-2025,413110,en
Drinking water problem in village,drinking_water_problem,Water,Negative,High,Supa,30-01-2024,413109,en
Health camp needed in village,health_camp_needed,Others,Neutral,Low,Supa,09-02-2025,413109,en
Water tanker not arrived for 6 days,no_water_supply,Water,Negative,High,Baramati,01-05-2025,413102,en
Electricity supply disrupted in village,other_issue,Electricity,Negative,High,Pandare,16-06-2024,413103,en
Drinking water tank is empty.,water_tank_empty,Water,Negative,High,Someshwar,27-04-2024,412306,en
Drinking water problem in village,drinking_water_problem,Water,Negative,High,Pandare,05-02-2024,413103,en
Village road is damaged due to rain.,road_potholes,Road,Negative,Low,Morgaon,22-09-2024,413304,en
Dustbins are overflowing everywhere.,garbage_not_collected,Sanitation,Negative,Medium,Nimbut,17-12-2024,413110,en
Drainage cleaning not done in village,drainage_problem,Sanitation,Negative,High,Morgaon,06-01-2025,413304,en
Village health worker is absent since 6 days.,health_worker_absent,Health,Negative,Medium,Katphal,21-10-2024,413111,en
Drinking water problem in village,drinking_water_problem,Water,Negative,High,Nimbut,27-04-2025,413110,en
Streetlights are not working at the chowk.,streetlights_not_working,Others,Negative,Low,Someshwar,31-01-2025,412306,en
Frequent power cuts affecting studies,frequent_power_cuts,Electricity,Negative,High,Pandare,13-03-2025,413103,en
New road construction needed in village,new_road_required,Road,Neutral,Low,Supa,22-04-2024,413109,en
Library in village remains closed.,library_closed,Others,Negative,Low,Katphal,01-01-2024,413111,en
Garbage not collected in village,garbage_not_collected,Sanitation,Negative,Medium,Nimbut,12-09-2024,413110,en
Drinking water tank is empty.,water_tank_empty,Water,Negative,High,Someshwar,19-04-2024,412306,en
Playground is not maintained properly.,playground_not_maintained,Others,Negative,Low,Supa,25-08-2025,413109,en
Village health worker is absent since 10 days.,health_worker_absent,Health,Negative,Medium,Pandare,19-08-2024,413103,en
"Handpump is broken, villagers are suffering.",handpump_broken,Water,Negative,High,Pandare,01-06-2025,413103,en
Drainage cleaning not done in village,drainage_problem,Sanitation,Negative,High,Nimbut,11-09-2024,413110,en
Drainage cleaning not done in village,drainage_problem,Sanitation,Negative,High,Pandare,14-08-2024,413103,en
Health camp needed in village,health_camp_needed,Others,Neutral,Low,Morgaon,17-06-2025,413304,en
Health camp needed in village,health_camp_needed,Others,Neutral,Low,Supa,29-05-2024,413109,en
Drinking water problem in village,drinking_water_problem,Water,Negative,High,Supa,17-06-2024,413109,en
Village health worker is absent since 5 days.,health_worker_absent,Health,Negative,Medium,Nimbut,08-07-2024,413110,en
No one available at panchayat office,panchayat_office_empty,Administrative,Negative,Low,Malegaon,11-06-2024,413115,en
Streetlights are not working at the chowk.,streetlights_not_working,Others,Negative,Low,Supa,14-05-2024,413109,en
Drainage cleaning not done in village,drainage_problem,Sanitation,Negative,High,Katphal,01-05-2024,413111,en
Frequent power cuts in the evening.,frequent_power_cuts,Electricity,Negative,High,Supa,11-09-2024,413109,en
Playground is not maintained properly.,playground_not_maintained,Others,Negative,Low,Supa,20-06-2025,413109,en
Garbage not collected in village,garbage_not_collected,Sanitation,Negative,Medium,Malegaon,05-09-2025,413115,en
Electric transformer is not working in Someshwar.,electricity_supply_disrupted,Electricity,Negative,High,Nimbut,30-06-2024,413110,en
Streetlights are not working at the chowk.,streetlights_not_working,Others,Negative,Low,Malegaon,14-07-2025,413115,en
Drainage water is overflowing on the streets.,other_issue,Sanitation,Negative,Medium,Nimbut,19-08-2024,413110,en
Playground is not maintained properly.,playground_not_maintained,Others,Negative,Low,Supa,23-03-2024,413109,en
Road construction is pending for months.,new_road_required,Road,Neutral,Low,Katphal,19-12-2024,413111,en
Large potholes on road,road_potholes,Road,Negative,Low,Someshwar,01-01-2025,412306,en
Garbage is not collected regularly in Jejuri.,garbage_not_collected,Sanitation,Negative,Medium,Morgaon,12-05-2024,413304,en
Dustbins are overflowing everywhere.,garbage_not_collected,Sanitation,Negative,Medium,Baramati,06-01-2024,413102,en
Health camp needed in village,health_camp_needed,Others,Neutral,Low,Supa,03-09-2024,413109,en
Road construction is pending for months.,new_road_required,Road,Neutral,Low,Morgaon,05-02-2024,413304,en
Drinking water problem in village,drinking_water_problem,Water,Negative,High,Nimbut,27-07-2024,413110,en
Frequent power cuts affecting studies,frequent_power_cuts,Electricity,Negative,High,Baramati,03-02-2025,413102,en
Road construction is pending for months.,new_road_required,Road,Neutral,Low,Nimbut,21-01-2025,413110,en
No electricity for 8 hours continuously.,prolonged_power_cut,Electricity,Negative,High,Supa,26-10-2024,413109,en
Library in village remains closed.,library_closed,Others,Negative,Low,Pandare,26-04-2024,413103,en
Drinking water problem in village,drinking_water_problem,Water,Negative,High,Baramati,13-06-2025,413102,en
Drinking water tank is empty.,water_tank_empty,Water,Negative,High,Baramati,08-04-2024,413102,en
No electricity for 10 hours continuously.,prolonged_power_cut,Electricity,Negative,High,Baramati,03-02-2024,413102,en
Village road is damaged due to rain.,road_potholes,Road,Negative,Low,Pandare,22-07-2025,413103,en
